LO-ID,Subject,S-ID,Topic,T-ID,Start Learning Objective,Learning Objective Verb,Content Learning Objective ,"Level
(Bloom)",BA,MA,ECR,DS,FK,CK,PK,MK,Complete Learning Objective
04_001_0814,"Archiving, publication, reuse",04,Archiving,04_001,Learners are able to,analyse,challenges for the long-term usability of data.,4,,,x,x,x,x,x,,Learners are able to analyse challenges for the long-term usability of data.
04_001_0815,"Archiving, publication, reuse",04,Archiving,04_001,Learners are able to,evaluate,the long-term usability of data.,5,,,x,x,x,x,x,x,Learners are able to evaluate the long-term usability of data.
04_001_0816,"Archiving, publication, reuse",04,Archiving,04_001,Learners are able to,explain,the archiving process for research data.,2,,x,x,x,x,x,,,Learners are able to explain the archiving process for research data.
04_001_0817,"Archiving, publication, reuse",04,Archiving,04_001,Learners are able to,name,the basic principles of archiving law.,1,,,x,x,x,,,,Learners are able to name the basic principles of archiving law.
04_001_0818,"Archiving, publication, reuse",04,Archiving,04_001,Learners are able to,apply,(institutional) IT infrastructures for archiving under guidance.,3,,x,x,x,x,x,x,,Learners are able to apply (institutional) IT infrastructures for archiving under guidance.
04_001_0819,"Archiving, publication, reuse",04,Archiving,04_001,Learners are able to,apply,(institutional) IT infrastructures for archiving independently.,3,,,x,x,x,x,x,,Learners are able to apply (institutional) IT infrastructures for archiving independently.
04_001_0820,"Archiving, publication, reuse",04,Archiving,04_001,Learners are able to,design,didactic scenarios on the subject of archiving.,6,,,,x,x,x,x,x,Learners are able to design didactic scenarios on the subject of archiving.
04_001_0821,"Archiving, publication, reuse",04,Archiving,04_001,Learners are able to,carry out,didactic scenarios on the subject of archiving.,3,,,,x,x,x,x,,Learners are able to carry out didactic scenarios on the subject of archiving.
04_001_0822,"Archiving, publication, reuse",04,Archiving,04_001,Learners are able to,design,consultancy scenarios on the subject of archiving.,6,,,,x,x,x,x,x,Learners are able to design consultancy scenarios on the subject of archiving.
04_001_0823,"Archiving, publication, reuse",04,Archiving,04_001,Learners are able to,carry out,consultancy on the subject of archiving.,3,,,,x,x,x,x,,Learners are able to carry out consultancy on the subject of archiving.
04_002_0824,"Archiving, publication, reuse",04,Long-term preservation,04_002,Learners are able to,explain,the differences between archiving in the sense of good scientific practice and digital long-term archiving.,2,,,x,x,x,x,,,Learners are able to explain the differences between archiving in the sense of good scientific practice and digital long-term archiving.
04_002_0825,"Archiving, publication, reuse",04,Long-term preservation,04_002,Learners are able to,explain,the relevance of digital long-term archiving.,2,,x,x,x,x,x,,,Learners are able to explain the relevance of digital long-term archiving.
04_002_0826,"Archiving, publication, reuse",04,Long-term preservation,04_002,Learners are able to,explain,the benefit of digital long-term archiving.,2,,x,x,x,x,x,,,Learners are able to explain the benefit of digital long-term archiving.
04_002_0827,"Archiving, publication, reuse",04,Long-term preservation,04_002,Learners are able to,explain,the challenges of digital long-term archiving.,2,,x,x,x,x,x,,,Learners are able to explain the challenges of digital long-term archiving.
04_002_0828,"Archiving, publication, reuse",04,Long-term preservation,04_002,Learners are able to,name,"preservation strategies in the context of digital long-term archiving (e.g. emulation, migration).",1,,,x,x,x,,,,"Learners are able to name preservation strategies in the context of digital long-term archiving (e.g. emulation, migration)."
04_002_0829,"Archiving, publication, reuse",04,Long-term preservation,04_002,Learners are able to,explain,"preservation strategies in the context of digital long-term archiving (e.g. emulation, migration).",2,,,x,x,x,x,,,"Learners are able to explain preservation strategies in the context of digital long-term archiving (e.g. emulation, migration)."
04_002_0830,"Archiving, publication, reuse",04,Long-term preservation,04_002,Learners are able to,implement,"preservation strategies in the context of digital long-term archiving (e.g. emulation, migration).",3,,,,x,x,x,x,,"Learners are able to implement preservation strategies in the context of digital long-term archiving (e.g. emulation, migration)."
04_002_0831,"Archiving, publication, reuse",04,Long-term preservation,04_002,Learners are able to,name,preparatory measures for transferring their own research data to a digital long-term archive.,1,,x,x,x,x,,,,Learners are able to name preparatory measures for transferring their own research data to a digital long-term archive.
04_002_0832,"Archiving, publication, reuse",04,Long-term preservation,04_002,Learners are able to,implement,preparatory measures for transferring their own research data to a digital long-term archive.,3,,,x,x,x,x,x,,Learners are able to implement preparatory measures for transferring their own research data to a digital long-term archive.
04_002_0833,"Archiving, publication, reuse",04,Long-term preservation,04_002,Learners are able to,explain,the terms of authenticity and integrity.,2,,x,x,x,x,x,,,Learners are able to explain the terms of authenticity and integrity.
04_002_0834,"Archiving, publication, reuse",04,Long-term preservation,04_002,Learners are able to,explain,the difference between authenticity and integrity.,2,,x,x,x,x,x,,,Learners are able to explain the difference between authenticity and integrity.
04_002_0835,"Archiving, publication, reuse",04,Long-term preservation,04_002,Learners are able to,apply,measures to ensure the authenticity of research data.,3,,,x,x,x,x,x,,Learners are able to apply measures to ensure the authenticity of research data.
04_002_0836,"Archiving, publication, reuse",04,Long-term preservation,04_002,Learners are able to,apply,measures to ensure the integrity of research data.,3,,,x,x,x,x,x,,Learners are able to apply measures to ensure the integrity of research data.
04_002_0837,"Archiving, publication, reuse",04,Long-term preservation,04_002,Learners are able to,explain,digital long-term archiving using the OAIS (Open Archival Information System) reference model.,2,,,,x,x,x,,,Learners are able to explain digital long-term archiving using the OAIS (Open Archival Information System) reference model.
04_002_0838,"Archiving, publication, reuse",04,Long-term preservation,04_002,Learners are able to,design,didactic scenarios on the topic of long-term archiving.,6,,,,x,x,x,x,x,Learners are able to design didactic scenarios on the topic of long-term archiving.
04_002_0839,"Archiving, publication, reuse",04,Long-term preservation,04_002,Learners are able to,carry out,didactic scenarios on the topic of long-term archiving.,3,,,,x,x,x,x,,Learners are able to carry out didactic scenarios on the topic of long-term archiving.
04_002_0840,"Archiving, publication, reuse",04,Long-term preservation,04_002,Learners are able to,design,consultancy scenarios on the topic of long-term archiving.,6,,,,x,x,x,x,x,Learners are able to design consultancy scenarios on the topic of long-term archiving.
04_002_0841,"Archiving, publication, reuse",04,Long-term preservation,04_002,Learners are able to,carry out,consultancy on the topic of long-term archiving.,3,,,,x,x,x,x,,Learners are able to carry out consultancy on the topic of long-term archiving.
04_003_0842,"Archiving, publication, reuse",04,Data publication,04_003,Learners are able to,explain,the term data publication.,2,x,x,x,x,x,x,,,Learners are able to explain the term data publication.
04_003_0843,"Archiving, publication, reuse",04,Data publication,04_003,Learners are able to,name,different types of data publication.,1,x,x,x,x,x,,,,Learners are able to name different types of data publication.
04_003_0844,"Archiving, publication, reuse",04,Data publication,04_003,Learners are able to,explain,difference between different types of data publication.,2,x,x,x,x,x,x,,,Learners are able to explain difference between different types of data publication.
04_003_0845,"Archiving, publication, reuse",04,Data publication,04_003,Learners are able to,name,typical components of a data publication.,1,x,x,x,x,x,,,,Learners are able to name typical components of a data publication.
04_003_0846,"Archiving, publication, reuse",04,Data publication,04_003,Learners are able to,explain,the relevance of data publication.,2,x,x,x,x,x,x,,,Learners are able to explain the relevance of data publication.
04_003_0847,"Archiving, publication, reuse",04,Data publication,04_003,Learners are able to,explain,the benefits of data publication.,2,,x,x,x,x,x,,,Learners are able to explain the benefits of data publication.
04_003_0848,"Archiving, publication, reuse",04,Data publication,04_003,Learners are able to,discuss,the benefits of data publication.,4,,x,x,x,x,x,x,x,Learners are able to discuss the benefits of data publication.
04_003_0849,"Archiving, publication, reuse",04,Data publication,04_003,Learners are able to,evaluate,the benefits of data publication in specific scenarios.,5,,,x,x,x,x,x,x,Learners are able to evaluate the benefits of data publication in specific scenarios.
04_003_0850,"Archiving, publication, reuse",04,Data publication,04_003,Learners are able to,explain,the process of data publication from data preparation to publication.,2,,,x,x,x,x,,,Learners are able to explain the process of data publication from data preparation to publication.
04_003_0851,"Archiving, publication, reuse",04,Data publication,04_003,Learners are able to,implement,preparatory measures for a legally compliant publication.,3,,x,x,x,x,x,x,,Learners are able to implement preparatory measures for a legally compliant publication.
04_003_0852,"Archiving, publication, reuse",04,Data publication,04_003,Learners are able to,name,quality criteria for a data publication.,1,,x,x,x,x,,,,Learners are able to name quality criteria for a data publication.
04_003_0853,"Archiving, publication, reuse",04,Data publication,04_003,Learners are able to,explain,quality criteria for a data publication.,2,,,x,x,x,x,,,Learners are able to explain quality criteria for a data publication.
04_003_0854,"Archiving, publication, reuse",04,Data publication,04_003,Learners are able to,carry out,data publication under guidance.,3,,x,x,x,x,x,x,,Learners are able to carry out data publication under guidance.
