LZ-ID;Themencluster;Cl-ID;Thema;Th-ID;Lernziel Start;Lernziele Inhalt;Lernziel Verb;Stufe (Bloom);BA;MA;ECR;DS;SK;MK;SeK;SoK;Lernziel komplett;;
03_005_0710;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;unter Anleitung Methoden zur Entwicklung von kontrollierten Vokabularen;anwenden.;3;;;x;x;x;x;;;Lernende können unter Anleitung Methoden zur Entwicklung von kontrollierten Vokabularen anwenden.;;
03_005_0711;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;eigenständig Methoden zur Entwicklung von kontrollierten Vokabularen;anwenden.;3;;;;x;x;x;;;Lernende können eigenständig Methoden zur Entwicklung von kontrollierten Vokabularen anwenden.;;
03_005_0712;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;Terminologische Kontrolle als Evaluationsmethode;benennen.;1;;x;x;x;x;;;;Lernende können Terminologische Kontrolle als Evaluationsmethode benennen.;;
03_005_0713;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;Terminologische Kontrolle als Evaluationsmethode;erläutern.;2;;x;x;x;x;;;;Lernende können Terminologische Kontrolle als Evaluationsmethode erläutern.;;
03_005_0714;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;unter Anleitung die Terminologische Kontrolle als Evaluationsmethode;anwenden.;3;;x;x;x;x;x;;;Lernende können unter Anleitung die Terminologische Kontrolle als Evaluationsmethode anwenden.;;
03_005_0715;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;eigenständig die Terminologische Kontrolle als Evaluationsmethode;anwenden.;3;;;x;x;x;x;;;Lernende können eigenständig die Terminologische Kontrolle als Evaluationsmethode anwenden.;;
03_005_0716;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;kontrollierte Vokabulare für einen eigenen Anwendungsbereich;analysieren.;4;;;x;x;x;x;;;Lernende können kontrollierte Vokabulare für einen eigenen Anwendungsbereich analysieren.;;
03_005_0717;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;Qualitätskriterien von kontrollierten Vokabularen;benennen.;1;;;x;x;x;;;;Lernende können Qualitätskriterien von kontrollierten Vokabularen benennen.;;
03_005_0718;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;Qualitätskriterien von kontrollierten Vokabularen;erläutern.;2;;;x;x;x;;;;Lernende können Qualitätskriterien von kontrollierten Vokabularen erläutern.;;
03_005_0719;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;den Begriff Normdaten;erläutern.;2;;x;x;x;x;;;;Lernende können den Begriff Normdaten erläutern.;;
03_005_0720;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;Beispiele für Normdaten;benennen.;1;x;x;x;x;x;;;;Lernende können Beispiele für Normdaten benennen.;;
03_005_0721;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;Normdaten;anwenden.;3;;x;x;x;x;x;;;Lernende können Normdaten anwenden.;;
03_005_0722;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;Softwares zur Entwicklung von kontrollierten Vokabularen;benennen.;1;;;;x;x;;;;Lernende können Softwares zur Entwicklung von kontrollierten Vokabularen benennen.;;
03_005_0723;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;Softwares zur Entwicklung von kontrollierten Vokabularen;erläutern.;2;;;;x;x;;;;Lernende können Softwares zur Entwicklung von kontrollierten Vokabularen erläutern.;;
03_005_0724;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;Softwares zur Entwicklung von kontrollierten Vokabularen;anwenden.;3;;;;x;x;;;;Lernende können Softwares zur Entwicklung von kontrollierten Vokabularen anwenden.;;
03_005_0725;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;didaktische Szenarien zum Thema kontrollierte Vokabulare;konzipieren.;6;;;;x;x;x;;;Lernende können didaktische Szenarien zum Thema kontrollierte Vokabulare konzipieren.;;
03_005_0726;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;didaktische Szenarien zum Thema kontrollierte Vokabulare;durchführen.;3;;;x;x;x;x;x;x;Lernende können didaktische Szenarien zum Thema kontrollierte Vokabulare durchführen.;;
03_005_0727;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;Beratungsszenarien zum Thema kontrollierte Vokabulare;konzipieren.;6;;;;x;x;x;;;Lernende können Beratungsszenarien zum Thema kontrollierte Vokabulare konzipieren.;;
03_005_0728;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;Beratungen zum Thema kontrollierte Vokabulare;durchführen.;3;;;;x;x;x;x;x;Lernende können Beratungen zum Thema kontrollierte Vokabulare durchführen.;;
03_006_0729;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;den Begriff Taxonomie;erläutern.;2;x;x;x;x;x;;;;Lernende können den Begriff Taxonomie erläutern.;;
03_006_0730;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;den Begriff Klassifikation;erläutern.;2;x;x;x;x;x;;;;Lernende können den Begriff Klassifikation erläutern.;;
03_006_0731;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;den Begriff Thesaurus;erläutern.;2;x;x;x;x;x;;;;Lernende können den Begriff Thesaurus erläutern.;;
03_006_0732;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Strukturen von Begriffssystemen;benennen.;1;x;x;x;x;x;;;;Lernende können Strukturen von Begriffssystemen benennen.;;
03_006_0733;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Strukturen von Begriffssystemen;erläutern.;2;x;x;x;x;x;;;;Lernende können Strukturen von Begriffssystemen erläutern.;;
03_006_0734;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Strukturen von Begriffssystemen;anwenden.;3;;x;x;x;x;x;;;Lernende können Strukturen von Begriffssystemen anwenden.;;
03_006_0735;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Unterschiede zwischen Begriffssystemen;benennen.;1;;x;x;x;x;;;;Lernende können Unterschiede zwischen Begriffssystemen benennen.;;
03_006_0736;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Unterschiede zwischen Begriffssystemen;erläutern.;3;;x;x;x;x;;;;Lernende können Unterschiede zwischen Begriffssystemen erläutern.;;
03_006_0737;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Unterschiede zwischen Begriffssystemen;analysieren.;4;;x;x;x;x;x;;;Lernende können Unterschiede zwischen Begriffssystemen analysieren.;;
03_006_0738;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Unterschiede zwischen Begriffssystemen;bewerten.;5;;x;x;x;x;x;;;Lernende können Unterschiede zwischen Begriffssystemen bewerten.;;
03_006_0739;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Anwendungsbereiche von Begriffssystemen;benennen.;1;;x;x;x;x;;;;Lernende können Anwendungsbereiche von Begriffssystemen benennen.;;
03_006_0740;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Anwendungsbereiche von Begriffssystemen;erläutern.;2;;x;x;x;x;;;;Lernende können Anwendungsbereiche von Begriffssystemen erläutern.;;
03_006_0741;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Beispiele von Klassifikationen;benennen.;1;x;x;x;x;x;;;;Lernende können Beispiele von Klassifikationen benennen.;;
03_006_0742;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Beispiele von Klassifikationen;erläutern.;2;;x;x;x;x;;;;Lernende können Beispiele von Klassifikationen erläutern.;;
03_006_0743;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Beispiele von Thesauri;benennen.;1;x;x;x;x;x;;;;Lernende können Beispiele von Thesauri benennen.;;
03_006_0744;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Beispiele von Thesauri;erläutern.;2;;x;x;x;x;;;;Lernende können Beispiele von Thesauri erläutern.;;
03_006_0745;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;die Relevanz von Begriffssystemen;erläutern.;2;x;x;x;x;x;;;;Lernende können die Relevanz von Begriffssystemen erläutern.;;
03_006_0746;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Klassifikationen zur Beschreibung von Ressourcen;benennen.;1;;x;x;x;x;;;;Lernende können Klassifikationen zur Beschreibung von Ressourcen benennen.;;
03_006_0747;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Klassifikationen zur Beschreibung von Ressourcen;erläutern.;2;;;x;x;x;;;;Lernende können Klassifikationen zur Beschreibung von Ressourcen erläutern.;;
03_006_0748;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Klassifikationen zur Beschreibung von Ressourcen;anwenden.;3;;;x;x;x;x;;;Lernende können Klassifikationen zur Beschreibung von Ressourcen anwenden.;;
03_006_0749;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Klassifikationen zur Beschreibung von Ressourcen;analysieren.;4;;;x;x;x;x;;;Lernende können Klassifikationen zur Beschreibung von Ressourcen analysieren.;;
03_006_0750;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Klassifikationen zur Beschreibung von Ressourcen;bewerten.;5;;;x;x;x;x;;;Lernende können Klassifikationen zur Beschreibung von Ressourcen bewerten.;;
03_006_0751;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Klassifikationen zur Beschreibung von Ressourcen;entwickeln.;6;;;;x;x;x;;;Lernende können Klassifikationen zur Beschreibung von Ressourcen entwickeln.;;
03_006_0752;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Thesauri zur Beschreibung von Ressourcen;benennen.;1;;x;x;x;x;;;;Lernende können Thesauri zur Beschreibung von Ressourcen benennen.;;
03_006_0753;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Thesauri zur Beschreibung von Ressourcen;erläutern.;2;;x;x;x;x;;;;Lernende können Thesauri zur Beschreibung von Ressourcen erläutern.;;
03_006_0754;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Thesauri zur Beschreibung von Ressourcen;anwenden.;3;;;x;x;x;x;;;Lernende können Thesauri zur Beschreibung von Ressourcen anwenden.;;
03_006_0755;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Thesauri zur Beschreibung von Ressourcen;analysieren.;4;;;x;x;x;x;;;Lernende können Thesauri zur Beschreibung von Ressourcen analysieren.;;
03_006_0756;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Thesauri zur Beschreibung von Ressourcen;bewerten.;5;;;x;x;x;x;;;Lernende können Thesauri zur Beschreibung von Ressourcen bewerten.;;
03_006_0757;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Thesauri zur Beschreibung von Ressourcen;entwickeln.;6;;;;x;x;x;;;Lernende können Thesauri zur Beschreibung von Ressourcen entwickeln.;;
03_006_0758;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Anforderungen der Definition von Begriffen in Begriffssystemen;benennen.;1;;;x;x;x;;;;Lernende können Anforderungen der Definition von Begriffen in Begriffssystemen benennen.;;
03_006_0759;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Anforderungen der Definition von Begriffen in Begriffssystemen;erläutern.;2;;;x;x;x;;;;Lernende können Anforderungen der Definition von Begriffen in Begriffssystemen erläutern.;;
03_006_0760;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Kriterien zur Entwicklung von Begriffssystemen;benennen.;1;;;x;x;x;;;;Lernende können Kriterien zur Entwicklung von Begriffssystemen benennen.;;
03_006_0761;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Kriterien zur Entwicklung von Begriffssystemen;erläutern.;2;;;x;x;x;;;;Lernende können Kriterien zur Entwicklung von Begriffssystemen erläutern.;;
03_006_0762;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;unter Anleitung Begriffssysteme;entwickeln.;6;;;x;x;x;x;;;Lernende können unter Anleitung Begriffssysteme entwickeln.;;
03_006_0763;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;eigenständig Begriffssysteme;entwickeln.;6;;;;x;x;x;;;Lernende können eigenständig Begriffssysteme entwickeln.;;
03_006_0764;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Qualitätskriterien von Begriffssystemen;benennen.;1;;;x;x;x;;;;Lernende können Qualitätskriterien von Begriffssystemen benennen.;;
03_006_0765;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Qualitätskriterien von Begriffssystemen;erläutern.;2;;;x;x;x;;;;Lernende können Qualitätskriterien von Begriffssystemen erläutern.;;
03_006_0766;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Qualität von Begriffssystemen;analysieren.;4;;;;x;x;x;;;Lernende können Qualität von Begriffssystemen analysieren.;;
03_006_0767;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Qualität von Begriffssystemen;bewerten.;5;;;;x;x;x;;;Lernende können Qualität von Begriffssystemen bewerten.;;
03_006_0768;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Softwares zur Entwicklung von Begriffssystemen;benennen.;1;;;;x;x;;;;Lernende können Softwares zur Entwicklung von Begriffssystemen benennen.;;
03_006_0769;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Softwares zur Entwicklung von Begriffssystemen;erläutern.;2;;;;x;x;;;;Lernende können Softwares zur Entwicklung von Begriffssystemen erläutern.;;
03_006_0770;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Softwares zur Entwicklung von Begriffssystemen;anwenden.;3;;;x;x;x;x;;;Lernende können Softwares zur Entwicklung von Begriffssystemen anwenden.;;
03_006_0771;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;didaktische Szenarien zum Thema Taxonomien;konzipieren.;6;;;;x;x;x;;;Lernende können didaktische Szenarien zum Thema Taxonomien konzipieren.;;
03_006_0772;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;didaktische Szenarien zum Thema Taxonomien;durchführen.;3;;;x;x;x;x;x;x;Lernende können didaktische Szenarien zum Thema Taxonomien durchführen.;;
03_006_0773;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Beratungsszenarien zum Thema Taxonomien;konzipieren.;6;;;;x;x;x;;;Lernende können Beratungsszenarien zum Thema Taxonomien konzipieren.;;
03_006_0774;Dokumentation und Metadaten;03;Taxonomie;03_006;Lernende können;Beratungen zum Thema Taxonomien;durchführen.;3;;;;x;x;x;x;x;Lernende können Beratungen zum Thema Taxonomien durchführen.;;
03_007_0775;Dokumentation und Metadaten;03;Ontologien;03_007;Lernende können;den Begriff Ontologie;erläutern.;2;x;x;x;x;x;;;;Lernende können den Begriff Ontologie erläutern.;;
03_007_0776;Dokumentation und Metadaten;03;Ontologien;03_007;Lernende können;Aspekte von Ontologien;benennen.;1;;;;x;x;;;;Lernende können Aspekte von Ontologien benennen.;;
03_007_0777;Dokumentation und Metadaten;03;Ontologien;03_007;Lernende können;die Relevanz von Ontologien;erläutern.;2;;x;x;x;x;;;;Lernende können die Relevanz von Ontologien erläutern.;;
03_007_0778;Dokumentation und Metadaten;03;Ontologien;03_007;Lernende können;Ontologien zur Beschreibung von Ressourcen;benennen.;1;;;x;x;x;;;;Lernende können Ontologien zur Beschreibung von Ressourcen benennen.;;
03_007_0779;Dokumentation und Metadaten;03;Ontologien;03_007;Lernende können;Ontologien zur Beschreibung von Ressourcen;erläutern.;2;;;x;x;x;;;;Lernende können Ontologien zur Beschreibung von Ressourcen erläutern.;;
03_007_0780;Dokumentation und Metadaten;03;Ontologien;03_007;Lernende können;Ontologien zur Beschreibung von Ressourcen;anwenden.;3;;;x;x;x;x;;;Lernende können Ontologien zur Beschreibung von Ressourcen anwenden.;;
03_007_0781;Dokumentation und Metadaten;03;Ontologien;03_007;Lernende können;Ontologien zur Beschreibung von Ressourcen;analysieren.;4;;;;x;x;x;;;Lernende können Ontologien zur Beschreibung von Ressourcen analysieren.;;
03_007_0782;Dokumentation und Metadaten;03;Ontologien;03_007;Lernende können;Ontologien zur Beschreibung von Ressourcen;bewerten.;5;;;;x;x;x;;;Lernende können Ontologien zur Beschreibung von Ressourcen bewerten.;;
03_007_0783;Dokumentation und Metadaten;03;Ontologien;03_007;Lernende können;eine Ontologie zur Beschreibung von Ressourcen;entwickeln.;6;;;;x;x;x;;;Lernende können eine Ontologie zur Beschreibung von Ressourcen entwickeln.;;
03_007_0784;Dokumentation und Metadaten;03;Ontologien;03_007;Lernende können;Methoden zur Entwicklung von Ontologien;benennen.;1;;;;x;x;;;;Lernende können Methoden zur Entwicklung von Ontologien benennen.;;
03_007_0785;Dokumentation und Metadaten;03;Ontologien;03_007;Lernende können;Methoden zur Entwicklung von Ontologien;erläutern.;2;;;;x;x;;;;Lernende können Methoden zur Entwicklung von Ontologien erläutern.;;
03_007_0786;Dokumentation und Metadaten;03;Ontologien;03_007;Lernende können;unter Anleitung Methoden zur Entwicklung von Ontologien;anwenden.;4;;;;x;x;x;;;Lernende können unter Anleitung Methoden zur Entwicklung von Ontologien anwenden.;;
